driver_trip,acc_max,acc_mean,acc_min,acc_q_10,acc_q_100,acc_q_15,acc_q_20,acc_q_25,acc_q_30,acc_q_35,acc_q_40,acc_q_45,acc_q_5,acc_q_50,acc_q_55,acc_q_60,acc_q_65,acc_q_70,acc_q_75,acc_q_80,acc_q_85,acc_q_90,acc_q_95,acc_std,centrifuge_mean,centrifuge_std,curv_max,curv_mean,curv_min,curv_std,detour_euclidian,detour_manhattan,distance,duration,speed_max,speed_mean,speed_min,speed_q_10,speed_q_100,speed_q_15,speed_q_20,speed_q_25,speed_q_30,speed_q_35,speed_q_40,speed_q_45,speed_q_5,speed_q_50,speed_q_55,speed_q_60,speed_q_65,speed_q_70,speed_q_75,speed_q_80,speed_q_85,speed_q_90,speed_q_95,speed_std,speedturn_max,speedturn_mean,speedturn_min,speedturn_std,stops_duration,stops_n
1_1,3.2388269481403182,0.6783873857076063,0.0,0.07905694150423824,3.2388269481403182,0.22638462845333562,0.2761340254296877,0.3000000000001819,0.3092329219213101,0.32882366094918614,0.3743303437366001,0.4601564262688854,0.02500000000009095,0.5590169943748966,0.6023386891579273,0.6504805915627738,0.7258182623054593,0.8383018350521731,0.9100137361600613,1.050412929970241,1.2719811181714655,1.4836165812326527,1.8413649123930014,0.5554003795137477,0.41583382030237775,0.4681117223316862,110.000000000191,0.36605530834788697,0.0,5.539232787923521,12.371395426945083,9.162768833605092,14255.435751322802,863,26.095306091326123,16.521651663847813,0.0,3.2272651308541533,26.095306091326123,6.8558774356305925,11.042963576500826,12.888500569467645,14.682092573379887,16.242259370873906,17.276064698112833,18.213188884847465,0.21041381265155312,19.486213074889626,20.07101120627569,20.517333601487344,21.00237486272173,21.29114678442762,21.902910579590202,22.36306100802018,22.844943163618012,23.537641960353145,24.27287563064568,7.291955375934235,5.5000000000045475,0.06475052421891009,0.0,0.3213050755231449,4.875,8
1_10,2.5487742151865866,0.4355446658669533,0.0,0.02499999999999858,2.5487742151865866,0.025000000000000355,0.02500000000000213,0.035355339059322234,0.03535533905933165,0.05560661446561749,0.05590169943749761,0.10200046641628593,3.286260152890466e-15,0.26513295153974514,0.2926174977679821,0.33707983348514814,0.46727156802154257,0.5694815121579998,0.6500788221111209,0.8728505426185261,1.0245176999643681,1.1880796252539114,1.4732686234018675,0.530781890670184,0.2905466168538992,0.45195238269200205,110.00000000001194,1.6258197877554876,0.0,8.150839325765531,2.807724094068677,2.5315004938735868,836.1546131264457,238,11.140017953306913,3.5121087744645365,0.0,0.0,11.140017953306913,0.04999999999999716,0.05000000000000071,0.05000000000000426,0.07071067811865576,0.11121322893123392,0.14885178618173153,0.31622776601684166,0.0,0.6133710484362334,3.063400433319426,4.812271093295377,5.922545261770586,6.718679540239941,7.287872067585486,7.805062411994208,8.30283800223559,8.701650742030672,10.188220164970925,3.833776735435899,5.500000000000284,0.1598047330240359,0.0,0.4495664545339864,6.153846153846154,13
1_100,3.126599590609585,0.6166735024871826,0.0,0.03535533905933541,3.126599590609585,0.07905694150421622,0.16770509831248423,0.27041634565979367,0.29154759474225334,0.305163890393331,0.3335416016031724,0.3592503270641527,0.024999999999977263,0.4272001872658747,0.487953635489293,0.6010407640085614,0.6509601202601196,0.7504165509901836,0.8692657431244599,1.0062305898748927,1.1387881950532193,1.3002403623945957,1.7522007423872161,0.5747651912706818,0.40250619664362497,0.5460120706578969,7.737125245533627e+25,3.649587379968692e+23,0.0,5.301331886695684e+24,1.32585772052322,0.940809629738346,1539.0704732889603,231,14.417003849621462,6.663551269825964,0.0,0.07071067811863063,14.417003849621462,0.5590169943749475,3.881043674065006,4.452272443119959,5.53827590500871,6.301727719927328,6.788225099390872,6.980289574327886,0.0,7.422432215924911,7.644932962426806,7.890025348501726,7.980758109352753,8.305570419904921,8.668837261940048,9.090929545431527,10.127133037740352,11.560276813294731,12.702732091922517,3.7432198524814386,4398046511104.0,20745502410.95976,0.0,301345828955.59406,7.75,4
1_101,4.128710452429428,0.710607516729533,0.0,0.10606601717796604,4.128710452429428,0.20155644370726633,0.27041634565967304,0.3010398644695855,0.3250000000000284,0.35355339059319824,0.4123105625615565,0.4924428900897729,0.035355339059616776,0.5640257086338796,0.6020797289396337,0.6543126164150583,0.7504165509901491,0.8563347023386663,0.9253377761661069,1.0962431063973048,1.2509996003194868,1.5161188067052072,1.9640117821986316,0.6202275028876241,0.5019979362065495,0.5548845374618134,5.366563146010477,0.029895527330722815,0.0,0.25999842887586666,1.541489209438971,1.09307809780049,22004.97380244122,1640,25.997740286417166,13.406521433741288,0.0,6.239480102997223,25.997740286417166,9.204040397648612,10.689153379243589,11.662707652367924,12.151233919794315,12.555272440234408,12.957565308091663,13.31634334192397,1.7066048165876093,13.709759238244946,14.10097924758221,14.60424593620961,15.334503464975164,16.194758878084883,16.781314012913334,17.45991084676773,17.984051962627095,18.944635127448322,19.978033764611638,5.057625864780715,1.2385321100916606,0.053398821871899135,0.0,0.0956103583300034,8.4,5
1_102,151.5395266093965,1.301690982706195,0.0,0.035355339059315316,151.5395266093965,0.10606601717800851,0.2573907535246209,0.2828427124746155,0.3132491021535183,0.3500000000000153,0.43660622991432796,0.5273755777432488,0.025000000000005684,0.585234995535988,0.6265480648963103,0.6972247883485747,0.787746848997843,0.8632786158323711,0.9185584015384174,1.1230538722607768,1.2327049144154374,1.4882873694230838,1.9597826927082391,9.500780025030334,0.5598365618344012,3.428559743496852,116.6726188957217,0.5577358122276583,0.0,5.847744551887173,2.6604757613271923,2.4417861704889954,9434.57340553538,983,316.5385284605967,9.573909762296157,0.0,0.07071067811867082,316.5385284605967,0.5656854249492059,2.2110238658875137,3.5522878861519636,4.506325922722515,5.250738033160809,6.257994886543146,7.410330228444148,0.0,8.346406412342956,9.090928947064583,10.144402153717744,11.384638773364738,12.635140912112718,13.604747051287358,15.203282006562635,18.302663673657804,19.33397269057759,20.489117301650516,15.353153952814129,8.249999999997728,0.11659183749166312,0.0,0.4767604451423413,6.933333333333334,15
1_103,4.587619208260434,0.7198342277117317,0.0,0.0547213595497882,4.587619208260434,0.1118033988749075,0.25495097567953223,0.2749999999998636,0.2850438562747846,0.30207614933993054,0.3363406011766724,0.4263201123595407,0.025000000000005684,0.5460082416960439,0.5805164721344934,0.6249999999999818,0.7352720584925319,0.8660949695147124,0.9581883948367962,1.1558531757130206,1.374772407512896,1.627343999059926,2.0909305435171825,0.7032756418142283,0.4942932563821076,0.6304575628486431,1.730073799944687e+23,1.3516201562067868e+20,0.0,4.8338139627874e+21,1.368660153187034,1.0847037863930373,17364.69750523022,1369,34.277470735163675,12.6577863409609,0.0,0.10000000000000003,34.277470735163675,0.26925824035672585,0.5590169943749475,0.6020797289396237,1.1850998409474092,2.8891168845090816,5.200764052092037,7.596740505248994,0.0,10.753836524701827,12.73273340646082,15.526433641469662,17.95641657527606,20.61934761997329,22.886240407721218,25.911686633698302,28.631180306937317,30.26578983410563,31.652423117618405,11.586056332424345,175921860444.19998,137438953.6890313,0.0,4915244340.448646,2.72,50
1_104,9.146481563967646,0.8315246544616085,0.0,0.025000000000005684,9.146481563967646,0.035355339059334905,0.09013878188659973,0.2704163456597897,0.2795084971874737,0.30160982114831614,0.3514240550710352,0.4553801977214578,0.0,0.552828985708989,0.6392708233192363,0.7246431619688879,0.8220052954555198,0.8880248764020714,0.9955369061576527,1.1600808148513577,1.3903909373149024,1.6718327006870246,2.2976811282854044,1.2116392622304744,0.5111948387134917,0.6129403644365393,5.53623615982174e+25,2.5630722962137687e+23,0.0,3.7582017149934643e+24,1.814740670566879,1.3926066509729484,1785.6002478775147,254,26.789270240153986,7.035398129585593,0.0,0.0,26.789270240153986,6.037523060697341e-14,0.11180339887498948,0.5617846739185997,1.4475630236471808,4.030710208606892,4.965682373333565,6.004375246288089,0.0,6.761266386349561,7.581727006945686,8.204010433390364,8.762261566352349,9.365807568365618,10.225898554057006,11.624143442395948,15.982351961930126,17.043561250014903,17.62270384170632,6.077760052248832,3518437208883.1997,16289061152.377596,0.0,238844521273.94244,6.714285714285714,7
1_105,3.609016486523724,0.5434830184260312,0.0,2.2737367544323327e-14,3.609016486523724,0.03535533905931029,0.03535533905935049,0.05295084971874693,0.11180339887498694,0.1767766952966369,0.25000000000000283,0.2850438562747864,0.0,0.3010398644697838,0.3167133667198134,0.3492825126339588,0.546236698025091,0.6037377847316935,0.6592313222480787,0.9083539666246049,1.1721113626819224,1.5396470033133314,1.8882851676707226,0.6685766959938999,0.43797801687356286,0.6344663406442571,56.568542494984804,0.4273637455958379,0.0,4.4790823011968595,1.2246047023979827,1.1005269874696693,1270.888565129974,195,14.020074892809953,6.534134668461267,0.0,0.0,14.020074892809953,0.0,0.0665685424949102,0.07071067811870349,0.5700877125496058,1.628961800488876,3.7939968770404606,6.7487469952595,0.0,8.34341057362037,10.118424902861065,10.453061657872784,10.70581604429647,11.210676190259118,11.66589019204206,11.957089692522457,12.0604825154272,12.391125856838041,12.753342524382207,5.28024567523357,4.00000000000238,0.1090584637003626,0.0,0.3458130763342215,13.25,4
1_106,0.6010407640085659,0.0666462724334978,0.0,0.0,0.6010407640085659,0.0,0.0,0.0,5.551115123125783e-17,0.02499999999999991,0.024999999999999967,0.025,0.0,0.025000000000000022,0.025000000000000133,0.03535533905932733,0.03535533905932741,0.035355339059327494,0.050000000000000044,0.05590169943749482,0.25739075352467494,0.2704163456597993,0.2850438562747846,0.10430142468457855,0.03954155027227573,0.0793671030325591,170.0000000000013,7.123362635668671,0.0,22.323009997340176,26.922928934791663,21.284444179198132,110.6791097318303,1131,0.7382411530116701,0.09119125620826186,0.0,0.0,0.7382411530116701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04999999999999993,0.04999999999999999,0.050000000000000044,0.050000000000000266,0.07071067811865465,0.09999999999999998,0.11180339887498944,0.1309016994374948,0.25495097567963926,0.5590169943749475,0.16030689805472068,8.500000000000036,0.4515857182192769,0.0,1.1857983296170518,9.428571428571429,91
1_107,4.525276234662357,0.6684601257515882,0.0,0.03535533905935275,4.525276234662357,0.09013878188652485,0.18200274723172769,0.2573907535243968,0.28764535166183347,0.3181980515339628,0.35794552658189055,0.43788936576865983,0.024999999999999863,0.5367727638398292,0.5942432162002926,0.6516323107287765,0.7519557591527728,0.8721381771256385,0.9508218849797254,1.1120901617548031,1.2194001904994212,1.4588078767369983,1.789535277859584,0.600195888744796,0.41628514410397216,0.5175127524333384,100.0000000001819,0.9786271992667377,0.0,7.166593732642551,1.3823464206138312,1.0483023409219252,13613.988010850766,1099,30.38161450614483,12.373098811622542,0.0,0.11180339887500475,30.38161450614483,0.5522680508595035,2.35780226237055,4.677699144129207,5.8735276671505625,7.018292613797976,8.379527262167304,9.82152950449871,0.05000000000006821,11.703952323894676,12.4501004012016,13.244092695454627,14.419393812397104,15.921149453714387,18.881250560546015,25.31389544301656,26.35233816810842,27.007220457137436,28.219640599500774,9.533677290841394,7.399999999991244,0.1290385825133853,0.0,0.4769618127638688,5.588235294117647,17
